search query,article date,article title,article summary
hurricane harvey,2018-10-09T23:22:37+0000,"Strengthening to Category 4, Hurricane Michael Aims at Florida","The storm, expected to make landfall on Wednesday, is poised to be the most powerful hurricane to strike the mainland United States so far this year."
hurricane harvey,2018-10-08T07:00:12+0000,"As Storms Keep Coming, FEMA Spends Billions in ‘Cycle’ of Damage and Repair","FEMA has paid out billions for disaster recovery efforts. But many projects seem to be undertaken in defiance of climate change, leaving structures nearly as vulnerable as before."
hurricane harvey,2018-10-10T17:33:27+0000,Hurricane Michael: How to Prepare and Stay Safe,Officials said it was too late for Florida Panhandle residents to evacuate their homes and advised them to shelter in place. Here are some tips if you’re in the path of the storm. 
hurricane harvey,2018-10-18T20:50:16+0000,Where’d You Hear That? A Rumor Mill Churns Amid Hurricane Michael’s Rubble,Bed bugs have infested a shelter. FEMA is distributing free cash. Rumors like these have swept the Florida Panhandle since the hurricane. It’s like a game of telephone.
hurricane harvey,2018-10-09T09:00:06+0000,Powerful Hurricane Approaches Florida,"Hurricane Michael is gaining strength as it races toward the Florida Panhandle, threatening to bring ferocious rains, powerful winds and a destructive storm surge."
hurricane harvey,2018-10-11T19:38:45+0000,Hospitals Pummeled by Hurricane Michael Scramble to Evacuate Patients,"One of Panama City’s largest hospitals said on Thursday that it was evacuating all of its approximately 130 inpatients, starting with the most critically ill."
hurricane harvey,2018-10-13T23:46:55+0000,"With Sniffer Dogs and Hope, Rescue Teams Comb Through Hurricane Michael Damage","Under an unflinching Florida sun, the teams looked for the tiniest signs of life amid the wreckage and thick brush."
hurricane harvey,2018-10-11T13:36:22+0000,Tallying the Dead: Why a Storm Death in One State Might Not Count in Another,Inconsistencies in classifying deaths have made it difficult to compare the magnitude of different disasters.
hurricane harvey,2018-10-10T23:22:13+0000,The ‘Greatest Hoax’ Strikes Florida,Denying climate change doesn’t stop its devastating effects.
hurricane harvey,2018-10-29T14:17:41+0000,U.S. October Auto Sales Seen Down Slightly: Consultants,"U.S. auto sales likely fell slightly in October from a year earlier, when replacement demand following hurricanes Harvey and Irma boosted business, industry consultants J.D. Power and LMC Automotive said on Monday."
hurricane harvey,2018-10-15T15:40:42+0000,Trump Inspects Damage in Florida From Another Deadly Storm,"Visiting communities in Florida and Georgia ravaged by Hurricane Michael, President Trump again declined to acknowledge the threat of climate change."
hurricane harvey,2018-10-12T09:35:23+0000,"Hurricane Michael, Georgia, Stock Markets: Your Friday Briefing",Here’s what you need to know to start your day.
hurricane harvey,2018-10-11T09:09:08+0000,Search and Rescue Begins Amid Ruins of Florida Coast,"A vast operation took shape across the Florida Panhandle and beyond, with at least six deaths linked to the storm."
hurricane harvey,2018-10-23T16:07:59+0000,Puerto Ricans Fight for Insurance Money a Year After Maria,"Thousands of Puerto Ricans have been forced to drain their savings, close their businesses, or resign themselves to living with structural damage as they fight insurance companies over millions of dollars' worth of claims that have gone unanswered..."
hurricane harvey,2018-10-12T10:00:06+0000,New York Today: Hurricane Michael Effects,Friday: Stormy weather and a shade analysis of your apartment.
hurricane harvey,2018-10-16T20:43:57+0000,NPR Names The Houston Chronicle’s Nancy Barnes Its Editorial Director,"Ms. Barnes will take over a position last officially held by Michael Oreskes, who resigned last November amid allegations of sexual harassment."
hurricane harvey,2018-10-23T20:35:09+0000,Trump Signs Water Projects Bill; 1 Aimed at Fla. Toxic Algae,"President Donald Trump on Tuesday signed a wide-ranging bill to improve the nation's water infrastructure, including a Florida project intended to reduce toxic algae blooms that have devastated coastal marine life and emptied beaches."
hurricane harvey,2018-10-04T17:47:09+0000,"Review: In This Entertaining ‘Bacchae,’ Dionysus Is a Nasty Woman",Anne Bogart directs a flashy production that puts ancient anxieties about women and power front and center.
hurricane harvey,2018-10-23T06:17:10+0000,Report Rejects MPs' Call for UK Financial Complaints Tribunal,"A new financial complaints tribunal for small businesses would be overly costly and take years to set up, a report commissioned by financial services body UK Finance said on Tuesday as it recommended revamping existing services to meet their needs..."
hurricane harvey,2018-10-26T09:00:01+0000,What Our Extremist Politics Owe to Batman and Captain America,"“The Sky Is Falling,” by the pop culture historian Peter Biskind, traces the roots of our polarized political climates to Hollywood, television and Marvel Comics."
hurricane harvey,2018-10-18T13:06:00+0000,The Latest: UN Expert: Government Abductions Are New Worry,"The Latest on the disappearance of Saudi writer Jamal Khashoggi, a Washington Post columnist who went missing after entering the Saudi Consulate in Istanbul earlier this month (all times Eastern Daylight Time):"
hurricane harvey,2018-10-17T09:00:17+0000, A Toast to Bulldogs in Tuxedos and Chihuahuas in Chiffon,"Well-dressed wedding guests, with four legs, are becoming the norm."
hurricane harvey,2018-10-13T00:28:53+0000,Inside the Vast Tent City Housing Migrant Children in a Texas Desert,"At a tent camp for migrant teenagers in Tornillo, Tex., there is a militaristic feel."
hurricane harvey,2018-10-23T05:20:07+0000,Trump Escalates Immigration Rhetoric at Rally to Boost Cruz,"President Donald Trump escalated his immigration rhetoric at a midterm rally in Texas, falsely accusing Democrats of ""encouraging millions of illegal aliens to break our laws, violate our borders and overwhelm our nation."""
hurricane harvey,2018-10-22T18:26:05+0000,Trump Escalates Immigration Rhetoric at Rally to Boost Cruz,"President Donald Trump escalated his immigration rhetoric at a midterm rally in Texas on Monday, falsely accusing Democrats of ""encouraging millions of illegal aliens to break our laws, violate our borders and overwhelm our nation."""
hurricane harvey,2018-10-18T07:23:58+0000,Man Linked to Saudi Prince at Consulate When Writer Vanished,"A member of Saudi Crown Prince Mohammed bin Salman's entourage during several trips abroad walked into the Saudi Consulate in Istanbul just before writer Jamal Khashoggi vanished there, a surveillance photo leaked Thursday shows, drawing the kingd..."
hurricane harvey,2018-10-29T21:58:09+0000,An Election About Everything,"The midterms are a referendum on many of the most divisive issues in America; plus, getting out the vote in Texas, and close races in Iowa and N.J."
hurricane maria,2018-06-03T01:03:06+0000,"Puerto Rico: How Do We Know 3,000 People Died as a Result of Hurricane Maria?",A guide to understanding the official death estimates for Puerto Rico as a result of Hurricane Maria.
hurricane maria,2018-06-10T22:49:14+0000,Hurricane Maria Casts Shadow Over Puerto Rican Parade,"The deaths, destruction and federal government’s response to the devastating storm provided a grim backdrop to the annual celebration."
hurricane maria,2018-06-03T01:10:28+0000,Protesters Demand Audit of Hurricane Maria Death Toll in Puerto Rico,"They gathered near the United Nations days after a Harvard study estimated the Hurricane Maria death toll may be more than 4,600 people, not 64 as the Puerto Rican government claimed."
hurricane maria,2018-06-01T09:00:22+0000,"Puerto Rico’s Schools Are in Tumult, and Not Just Because of Hurricane Maria","Student enrollment dropped after the storm, forcing a new wave of school closings and raising fears that even more families will flee the island."
hurricane maria,2018-06-05T18:38:57+0000,Turning Our Backs on Puerto Rico,"The U.S. government “refused to provide the necessary assistance, and thousands died needlessly as a result,” a reader says."
hurricane maria,2018-06-03T23:45:07+0000,The Shame in Puerto Rico,"A new study points to a far higher death toll from Hurricane Maria, more evidence of the Trump administration’s neglect."
hurricane maria,2018-06-08T10:00:04+0000,The Price of an Incompetent President,Puerto Rico won’t be Trump’s last victim.
hurricane maria,2018-06-02T04:00:01+0000,Stay or Go? Two Puerto Ricans on the Choices They Made,In this week’s Race/Related newsletter: Two natives of Puerto Rico share with us the most consequential decision in their lives.
hurricane maria,2018-06-01T23:03:34+0000,"Just in Time for Hurricane Season, a New Leader at the Coast Guard’s Helm",Adm. Karl L. Schultz said the military service will hold steady in its growing role in homeland security priorities like immigration and disaster relief.
hurricane maria,2018-06-13T08:44:01+0000,Found Poem Favorite: ‘partial Pantoum’,We are honoring the winners of our Ninth Annual Found Poem Student Contest by publishing their work this month. This one is by Muhammad Dhafer.
hurricane maria,2018-06-27T05:00:03+0000,What’s on TV Wednesday: ‘Big Brother’ and ‘Sicario’,A special investigates the superstorms battering the Atlantic. And “The Last Jedi” arrives on Netflix.
hurricane maria,2018-06-01T08:15:01+0000,News Quiz: Test Your Knowledge of the Week’s Headlines,Did you stay up to date this week?
hurricane maria,2018-06-03T09:01:54+0000,"North Korea, Mueller, N.B.A.: Your Weekend Briefing",Here’s what you need to know about the week’s top stories.
hurricane maria,2018-06-11T10:00:01+0000,New York Today: Suicide Resources in the City,"Monday: How to help a friend in need, mild weather, and a new riverfront park."
hurricane maria,2018-06-01T23:25:59+0000,Lobbyist Whose Wife Rented a Condo to Scott Pruitt Failed to Disclose E.P.A. Lobbying,"The lobbyist, Steve Hart, revised his disclosure reports after his firm found he had not properly detailed his efforts to influence the agency."
hurricane maria,2018-06-01T22:06:30+0000,"North Korea, Spain, N.B.A.: Your Friday Evening Briefing",Here’s what you need to know at the end of the day.
hurricane maria,2018-06-22T00:06:10+0000,They Really Don’t Care About Migrant Families,The Trump administration multiplies malevolence with incompetence.
hurricane maria,2018-06-13T17:05:27+0000,Gabrielle Hamilton Plans to Partner With Ken Friedman to Run the Spotted Pig,"The Prune chef is pursuing a deal with the restaurant’s owner, who has been accused of sexual harassment."
